                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    150,                0.92267,                0.44898,                 0.8317,                0.79148,                0.46178,                 0.5128,                0.32996,                 1.2381,                0.66751,                0.93054,             0.00029271,             0.00029271,             0.00029271
                    151,                0.89243,                0.44714,                0.83393,                0.80251,                0.45891,                 0.5163,                0.33279,                  1.239,                0.68476,                0.92694,             0.00028988,             0.00028988,             0.00028988
                    152,                0.90669,                0.44645,                 0.8343,                0.80717,                0.45753,                0.50789,                0.32825,                 1.2394,                0.67198,                0.93002,             0.00028706,             0.00028706,             0.00028706
                    153,                0.86515,                  0.425,                0.82957,                0.77987,                0.46968,                0.51205,                0.33103,                 1.2465,                0.66273,                0.92975,             0.00028423,             0.00028423,             0.00028423
                    154,                0.97234,                0.47476,                0.83639,                0.75936,                0.47773,                0.51754,                0.33464,                 1.2308,                0.67001,                0.92785,              0.0002814,              0.0002814,              0.0002814
                    155,                 0.8726,                0.43235,                0.83691,                 0.7996,                0.45898,                0.51048,                0.33027,                 1.2382,                0.67842,                0.92671,             0.00027857,             0.00027857,             0.00027857
                    156,                0.91867,                0.45681,                0.83615,                0.75363,                0.47189,                0.51094,                0.33045,                 1.2391,                0.67137,                0.92842,             0.00027575,             0.00027575,             0.00027575
                    157,                0.92116,                0.45812,                0.83109,                0.77223,                0.46631,                0.51965,                0.33282,                 1.2399,                0.67266,                 0.9267,             0.00027292,             0.00027292,             0.00027292
                    158,                0.85332,                0.42767,                0.83314,                0.76944,                0.47421,                0.51935,                0.33548,                 1.2179,                0.66496,                0.92593,             0.00027009,             0.00027009,             0.00027009
                    159,                0.91452,                0.43863,                0.82844,                0.77791,                0.47549,                0.51672,                0.33433,                  1.214,                0.66099,                0.92798,             0.00026726,             0.00026726,             0.00026726
                    160,                0.83728,                0.41756,                0.82793,                0.77978,                0.45187,                0.50803,                 0.3292,                 1.2378,                0.66896,                0.93126,             0.00026444,             0.00026444,             0.00026444
                    161,                0.85239,                0.42957,                 0.8314,                0.80442,                0.46004,                0.52413,                0.34492,                 1.2335,                0.66764,                0.92954,             0.00026161,             0.00026161,             0.00026161
                    162,                0.83627,                0.41604,                0.83139,                0.78381,                 0.4726,                0.52088,                0.33845,                 1.2319,                0.65845,                0.92981,             0.00025878,             0.00025878,             0.00025878
                    163,                0.88424,                0.44088,                0.82879,                0.78264,                0.47355,                0.52071,                0.33925,                 1.2152,                 0.6646,                0.92734,             0.00025595,             0.00025595,             0.00025595
                    164,                0.84893,                0.42444,                0.82776,                0.77118,                0.47655,                0.52738,                0.34391,                 1.2147,                0.66855,                 0.9274,             0.00025313,             0.00025313,             0.00025313
                    165,                0.85869,                 0.4277,                0.82734,                0.79327,                0.46634,                 0.5276,                0.34301,                 1.2411,                0.67394,                0.93051,              0.0002503,              0.0002503,              0.0002503
                    166,                 0.8276,                0.40515,                0.82676,                0.71591,                 0.4663,                0.51738,                0.33517,                 1.2269,                 0.6692,                0.92889,             0.00024747,             0.00024747,             0.00024747
                    167,                0.84279,                0.43018,                0.82596,                0.80034,                0.46583,                0.51915,                 0.3397,                 1.2169,                0.66292,                0.92733,             0.00024464,             0.00024464,             0.00024464
                    168,                 0.8591,                0.42608,                0.82413,                0.77267,                0.47429,                0.51959,                0.33704,                 1.2335,                0.67204,                0.93009,             0.00024182,             0.00024182,             0.00024182
                    169,                0.84509,                0.41773,                0.83289,                0.77778,                 0.4659,                0.51875,                0.33868,                 1.2297,                0.66981,                0.92829,             0.00023899,             0.00023899,             0.00023899
                    170,                0.86359,                0.42681,                0.82874,                0.77717,                0.46781,                0.51714,                0.33684,                 1.2283,                0.66774,                 0.9268,             0.00023616,             0.00023616,             0.00023616
                    171,                0.81907,                0.40894,                0.82878,                0.79675,                0.46766,                0.52165,                0.33937,                 1.2279,                0.66999,                0.92746,             0.00023334,             0.00023334,             0.00023334
                    172,                 0.8205,                0.41542,                0.82522,                0.78443,                0.47418,                0.52129,                0.34112,                 1.2348,                 0.6629,                0.92866,             0.00023051,             0.00023051,             0.00023051
                    173,                0.88838,                0.42449,                 0.8266,                0.79487,                0.47171,                0.51999,                0.33611,                 1.2203,                0.66245,                0.92753,             0.00022768,             0.00022768,             0.00022768
                    174,                0.84568,                0.41615,                0.81966,                0.78356,                0.45846,                0.50885,                0.33369,                 1.2226,                0.66657,                0.92865,             0.00022485,             0.00022485,             0.00022485
                    175,                0.82288,                0.41376,                0.82242,                 0.8004,                0.45664,                0.51212,                0.33455,                 1.2153,                0.66046,                0.92796,             0.00022203,             0.00022203,             0.00022203
                    176,                0.82511,                 0.4174,                0.82277,                0.79592,                 0.4652,                0.52315,                0.34119,                 1.2282,                0.66826,                0.92841,              0.0002192,              0.0002192,              0.0002192
                    177,                0.91495,                0.44199,                 0.8318,                0.78652,                0.45672,                0.50977,                0.33056,                 1.2433,                0.67728,                0.93284,             0.00021637,             0.00021637,             0.00021637
                    178,                 0.8306,                0.41067,                0.82312,                0.78165,                0.46518,                0.51432,                 0.3381,                 1.2251,                0.66937,                0.93053,             0.00021354,             0.00021354,             0.00021354
                    179,                 0.8758,                0.42183,                0.82517,                0.77099,                0.46828,                0.51481,                 0.3373,                 1.2211,                0.66899,                0.92938,             0.00021072,             0.00021072,             0.00021072
                    180,                0.80045,                0.40022,                0.82545,                0.77399,                0.47058,                0.51291,                 0.3342,                 1.2361,                0.67201,                0.93327,             0.00020789,             0.00020789,             0.00020789
                    181,                0.83539,                0.41659,                0.81531,                0.79266,                0.46341,                0.51991,                0.33649,                 1.2294,                0.66828,                0.93318,             0.00020506,             0.00020506,             0.00020506
                    182,                 0.8477,                0.41475,                0.82218,                0.80701,                0.46717,                0.52568,                 0.3441,                 1.2259,                0.65711,                0.92899,             0.00020223,             0.00020223,             0.00020223
                    183,                0.86714,                  0.429,                0.82212,                0.78912,                0.47588,                0.53147,                0.34691,                 1.2209,                0.65645,                0.92872,             0.00019941,             0.00019941,             0.00019941
                    184,                0.82412,                0.40496,                0.82097,                0.77331,                0.47667,                0.52378,                0.34204,                  1.223,                0.66138,                0.92831,             0.00019658,             0.00019658,             0.00019658
                    185,                0.81159,                0.40186,                 0.8233,                0.79264,                0.46295,                0.51814,                 0.3384,                 1.2225,                0.66005,                0.92726,             0.00019375,             0.00019375,             0.00019375
                    186,                0.83953,                0.40764,                0.82523,                0.79097,                0.46912,                0.52103,                0.33887,                 1.2247,                0.65866,                0.93007,             0.00019092,             0.00019092,             0.00019092
                    187,                0.85528,                0.41887,                0.82425,                0.80975,                0.46748,                0.52307,                0.34105,                  1.213,                0.66387,                0.92761,              0.0001881,              0.0001881,              0.0001881
                    188,                0.87572,                0.42244,                0.81958,                0.78792,                0.46193,                0.51556,                0.33903,                 1.2222,                 0.6669,                0.93186,             0.00018527,             0.00018527,             0.00018527
                    189,                0.80092,                0.39733,                0.81846,                0.79605,                0.46037,                0.51728,                0.34065,                 1.2117,                0.65793,                0.93191,             0.00018244,             0.00018244,             0.00018244
                    190,                0.80946,                0.40065,                 0.8232,                0.78836,                0.46767,                0.52682,                0.34784,                 1.2105,                0.65625,                0.92792,             0.00017961,             0.00017961,             0.00017961
                    191,                0.83947,                0.41167,                0.81632,                0.76207,                0.46956,                0.51377,                0.33669,                 1.2215,                 0.6615,                0.92854,             0.00017679,             0.00017679,             0.00017679
                    192,                0.83516,                0.40724,                0.81754,                0.79482,                0.46786,                0.51915,                0.33826,                 1.2192,                0.65424,                0.92823,             0.00017396,             0.00017396,             0.00017396
                    193,                0.83519,                0.40705,                0.82129,                0.78267,                0.46732,                0.51271,                0.33573,                 1.2281,                0.66648,                0.93373,             0.00017113,             0.00017113,             0.00017113
                    194,                0.84336,                  0.409,                0.81429,                0.75532,                0.47764,                0.52187,                0.34188,                 1.2267,                0.66629,                0.93218,              0.0001683,              0.0001683,              0.0001683
                    195,                0.83239,                0.40549,                0.81725,                0.76699,                0.47409,                0.52208,                0.34113,                 1.2372,                0.67446,                0.93289,             0.00016548,             0.00016548,             0.00016548
                    196,                0.84102,                0.41336,                0.81702,                0.77698,                0.46614,                0.51636,                0.33683,                 1.2256,                0.67181,                0.93034,             0.00016265,             0.00016265,             0.00016265
                    197,                0.79892,                0.39286,                0.81593,                0.70334,                0.46769,                0.52053,                 0.3414,                 1.2236,                0.67287,                0.93156,             0.00015982,             0.00015982,             0.00015982
                    198,                0.80256,                0.39898,                0.81881,                0.78436,                0.47283,                0.52627,                0.34481,                 1.2164,                0.66411,                0.92986,             0.00015699,             0.00015699,             0.00015699
                    199,                0.82268,                0.40462,                0.81558,                0.78521,                0.47168,                 0.5265,                0.34603,                 1.2202,                0.66731,                0.93244,             0.00015417,             0.00015417,             0.00015417
                    200,                0.81442,                0.40754,                0.81847,                0.80077,                0.45871,                0.52161,                0.34122,                 1.2276,                0.67427,                0.93233,             0.00015134,             0.00015134,             0.00015134
                    201,                0.84496,                0.40612,                0.81903,                 0.7957,                0.46177,                0.51822,                0.33983,                  1.232,                0.67168,                0.93538,             0.00014851,             0.00014851,             0.00014851
                    202,                0.79193,                0.39219,                0.82003,                0.74066,                0.46554,                0.51804,                0.33959,                 1.2141,                0.65999,                0.93151,             0.00014568,             0.00014568,             0.00014568
                    203,                0.80957,                 0.3999,                0.81893,                 0.7586,                   0.47,                 0.5145,                0.33692,                 1.2265,                0.67584,                0.93535,             0.00014286,             0.00014286,             0.00014286
                    204,                0.81164,                0.39607,                0.81705,                0.77733,                 0.4727,                0.52073,                0.34191,                 1.2237,                 0.6651,                 0.9339,             0.00014003,             0.00014003,             0.00014003
                    205,                0.82004,                0.39824,                0.81523,                0.70504,                0.47754,                0.52093,                0.34158,                  1.224,                0.66658,                0.93568,              0.0001372,              0.0001372,              0.0001372
                    206,                0.78581,                0.39244,                0.81385,                0.78411,                0.46986,                0.52362,                0.34187,                 1.2232,                0.66867,                0.93182,             0.00013437,             0.00013437,             0.00013437
                    207,                0.82421,                0.39717,                0.81172,                0.77921,                0.47057,                0.52191,                0.34185,                 1.2163,                0.66445,                0.93101,             0.00013155,             0.00013155,             0.00013155
                    208,                0.83931,                0.41807,                0.81548,                0.80287,                0.46953,                0.52559,                 0.3443,                 1.2193,                 0.6678,                0.93206,             0.00012872,             0.00012872,             0.00012872
                    209,                0.79412,                0.39555,                0.81989,                0.80937,                0.46478,                 0.5244,                0.34449,                 1.2196,                0.66611,                0.93522,             0.00012589,             0.00012589,             0.00012589
                    210,                 0.7994,                0.39252,                0.81079,                0.80727,                0.46539,                0.52216,                0.34353,                 1.2205,                0.66586,                0.93361,             0.00012307,             0.00012307,             0.00012307
                    211,                0.81737,                0.39743,                 0.8148,                 0.8114,                0.46302,                0.52258,                0.34069,                 1.2325,                 0.6653,                 0.9359,             0.00012024,             0.00012024,             0.00012024
                    212,                0.82897,                0.39997,                0.81602,                0.81278,                0.47078,                0.52879,                0.34686,                 1.2211,                0.65965,                0.93556,             0.00011741,             0.00011741,             0.00011741
                    213,                0.79905,                0.39178,                0.82223,                0.79612,                0.47037,                 0.5257,                0.34499,                 1.2202,                 0.6563,                0.93459,             0.00011458,             0.00011458,             0.00011458
                    214,                0.75672,                0.38151,                0.81094,                0.78299,                0.46685,                0.51723,                 0.3397,                  1.225,                0.66106,                0.93613,             0.00011176,             0.00011176,             0.00011176
                    215,                0.77454,                0.37624,                 0.8143,                0.77262,                0.47113,                0.52007,                0.34122,                 1.2223,                0.66384,                 0.9354,             0.00010893,             0.00010893,             0.00010893
                    216,                0.77774,                0.38345,                0.81632,                0.71904,                 0.4738,                0.52616,                0.34657,                 1.2148,                0.65658,                0.93249,              0.0001061,              0.0001061,              0.0001061
                    217,                 0.7649,                0.37687,                0.80939,                0.79656,                0.47201,                0.52575,                0.34277,                 1.2253,                0.66225,                0.93554,             0.00010327,             0.00010327,             0.00010327
                    218,                0.82883,                0.39633,                0.81156,                0.78567,                0.47213,                0.52505,                0.34359,                 1.2192,                0.66532,                0.93617,             0.00010045,             0.00010045,             0.00010045
                    219,                0.79627,                0.39675,                 0.8115,                0.77737,                 0.4771,                0.52465,                0.34536,                 1.2188,                0.66627,                0.93598,             9.7618e-05,             9.7618e-05,             9.7618e-05
                    220,                0.82402,                0.40031,                0.81197,                0.77025,                0.47259,                 0.5193,                0.33961,                 1.2187,                  0.663,                0.93698,             9.4791e-05,             9.4791e-05,             9.4791e-05
                    221,                0.79606,                0.39729,                0.81742,                0.76656,                0.47403,                0.52035,                 0.3427,                 1.2149,                0.65877,                0.93612,             9.1963e-05,             9.1963e-05,             9.1963e-05
                    222,                0.73451,                0.37654,                0.81541,                0.77977,                0.46483,                0.51685,                0.34047,                 1.2272,                0.66063,                0.93617,             8.9136e-05,             8.9136e-05,             8.9136e-05
                    223,                 0.7867,                0.39064,                0.81307,                0.80898,                0.46627,                0.52236,                0.34384,                 1.2183,                0.65777,                0.93536,             8.6308e-05,             8.6308e-05,             8.6308e-05
                    224,                0.74223,                0.36672,                0.80924,                0.77436,                0.47126,                  0.521,                0.34193,                 1.2248,                0.65702,                0.93488,             8.3481e-05,             8.3481e-05,             8.3481e-05
                    225,                0.74654,                0.37601,                0.81034,                0.79303,                0.46764,                0.52394,                0.34407,                 1.2213,                0.65948,                0.93503,             8.0653e-05,             8.0653e-05,             8.0653e-05
                    226,                0.79747,                0.38473,                0.81059,                0.78104,                0.47018,                0.52576,                0.34729,                 1.2177,                0.66446,                 0.9337,             7.7826e-05,             7.7826e-05,             7.7826e-05
                    227,                 0.7497,                0.36888,                0.81295,                0.78486,                 0.4675,                0.52319,                0.34444,                 1.2116,                0.66161,                0.93153,             7.4999e-05,             7.4999e-05,             7.4999e-05
                    228,                0.75257,                0.37445,                0.81592,                0.77929,                0.46636,                0.52207,                0.34365,                 1.2177,                0.66578,                0.93339,             7.2171e-05,             7.2171e-05,             7.2171e-05
                    229,                0.75056,                0.37619,                0.81345,                0.78085,                0.46709,                0.52351,                0.34415,                 1.2199,                0.66419,                0.93562,             6.9344e-05,             6.9344e-05,             6.9344e-05
                    230,                0.81308,                0.39414,                0.81429,                0.77854,                0.47397,                0.52412,                0.34476,                  1.216,                0.66032,                0.93511,             6.6516e-05,             6.6516e-05,             6.6516e-05
                    231,                0.71686,                 0.3595,                0.81038,                0.76959,                0.47466,                0.52326,                0.34494,                  1.213,                0.66033,                0.93388,             6.3689e-05,             6.3689e-05,             6.3689e-05
                    232,                0.75063,                0.37102,                0.81101,                0.78764,                0.47261,                0.52655,                0.34739,                 1.2166,                0.66273,                0.93651,             6.0861e-05,             6.0861e-05,             6.0861e-05
                    233,                 0.7471,                0.36825,                0.81071,                 0.7826,                0.47444,                0.52519,                0.34556,                   1.21,                0.66384,                0.93434,             5.8034e-05,             5.8034e-05,             5.8034e-05
                    234,                0.76038,                0.37519,                0.80955,                0.77863,                0.47042,                 0.5243,                0.34443,                   1.21,                0.66419,                0.93415,             5.5206e-05,             5.5206e-05,             5.5206e-05
                    235,                0.76642,                0.37283,                0.80783,                0.78691,                0.47343,                 0.5255,                0.34558,                 1.2147,                 0.6588,                0.93693,             5.2379e-05,             5.2379e-05,             5.2379e-05
                    236,                 0.7522,                0.37538,                0.80915,                0.77578,                0.47879,                0.52834,                 0.3466,                 1.2154,                0.66217,                0.93664,             4.9552e-05,             4.9552e-05,             4.9552e-05
                    237,                0.75355,                0.36847,                0.81001,                0.80616,                0.47012,                0.52739,                0.34471,                 1.2193,                0.66644,                0.93652,             4.6724e-05,             4.6724e-05,             4.6724e-05
                    238,                0.73398,                0.36953,                0.81178,                0.80477,                0.46871,                0.52803,                0.34664,                 1.2153,                0.66116,                0.93853,             4.3897e-05,             4.3897e-05,             4.3897e-05
                    239,                0.77168,                0.37518,                0.80556,                 0.8038,                0.46811,                0.52692,                 0.3453,                 1.2148,                0.66119,                0.93949,             4.1069e-05,             4.1069e-05,             4.1069e-05
                    240,                0.76678,                0.37546,                0.81197,                0.77561,                0.48084,                 0.5281,                0.34664,                 1.2177,                0.66034,                0.93951,             3.8242e-05,             3.8242e-05,             3.8242e-05
                    241,                0.82033,                0.38877,                0.80642,                0.79825,                0.47068,                0.52574,                0.34872,                 1.2017,                0.65079,                0.93816,             3.5414e-05,             3.5414e-05,             3.5414e-05
                    242,                0.80448,                0.37978,                0.80145,                0.76786,                0.47861,                 0.5241,                0.34816,                 1.2072,                0.65263,                0.93797,             3.2587e-05,             3.2587e-05,             3.2587e-05
                    243,                0.77251,                0.37001,                0.79718,                0.76847,                0.47569,                0.52346,                0.34675,                 1.2089,                0.65463,                0.93881,              2.976e-05,              2.976e-05,              2.976e-05
                    244,                0.80449,                0.37704,                0.80659,                0.70993,                0.47395,                0.52159,                0.34517,                 1.2119,                0.65738,                  0.939,             2.6932e-05,             2.6932e-05,             2.6932e-05
                    245,                0.74515,                0.36415,                0.79901,                0.70733,                0.47598,                 0.5212,                0.34515,                 1.2116,                0.65426,                0.93976,             2.4105e-05,             2.4105e-05,             2.4105e-05
                    246,                0.74275,                0.35919,                0.80086,                0.77413,                0.47117,                0.51825,                0.34363,                 1.2116,                0.65583,                0.93941,             2.1277e-05,             2.1277e-05,             2.1277e-05
                    247,                0.85819,                0.38706,                0.79894,                0.76964,                0.47312,                  0.521,                0.34461,                 1.2098,                0.65779,                0.93846,              1.845e-05,              1.845e-05,              1.845e-05
                    248,                0.69728,                0.33999,                0.80056,                0.77097,                0.47367,                 0.5195,                0.34329,                 1.2089,                0.65847,                0.93841,             1.5622e-05,             1.5622e-05,             1.5622e-05
                    249,                0.70444,                0.34089,                0.80627,                0.76885,                0.47428,                0.52095,                0.34341,                 1.2182,                 0.6588,                0.93863,             1.2795e-05,             1.2795e-05,             1.2795e-05
                    250,                0.78907,                  0.365,                0.80006,                0.77413,                0.47192,                0.52238,                0.34485,                  1.217,                0.66002,                0.93819,             9.9674e-06,             9.9674e-06,             9.9674e-06
