                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                 1.3574,                0.79206,                0.94552,                0.62041,                0.40369,                0.44041,                0.26294,                 1.4549,                 0.8461,                0.96769,             0.00044555,             0.00044555,             0.00044555
                     13,                 1.3548,                0.77861,                0.94253,                0.69893,                0.41374,                0.43824,                 0.2623,                 1.4301,                0.79897,                0.95833,              0.0004406,              0.0004406,              0.0004406
                     14,                 1.3406,                0.75837,                0.93499,                0.69926,                0.42222,                0.45643,                 0.2752,                 1.3977,                0.77555,                0.95073,             0.00043565,             0.00043565,             0.00043565
                     15,                 1.3235,                0.75487,                0.93276,                0.66639,                0.41659,                0.45037,                0.27623,                  1.389,                0.78305,                0.95091,              0.0004307,              0.0004307,              0.0004307
                     16,                 1.2929,                0.73937,                0.92574,                0.68903,                0.41301,                0.45449,                0.28035,                 1.3663,                0.76944,                0.94003,             0.00042575,             0.00042575,             0.00042575
                     17,                 1.3232,                0.74104,                0.93485,                0.73399,                0.41655,                0.46389,                0.28181,                 1.4176,                0.77696,                0.95587,              0.0004208,              0.0004208,              0.0004208
                     18,                 1.2729,                0.71205,                0.92482,                0.75547,                0.41529,                0.46455,                0.28412,                 1.3874,                 0.7606,                0.95154,             0.00041585,             0.00041585,             0.00041585
                     19,                 1.2938,                0.73605,                0.93088,                 0.7251,                0.40258,                0.44889,                0.28056,                  1.361,                0.76266,                0.94594,              0.0004109,              0.0004109,              0.0004109
                     20,                 1.2784,                0.72639,                0.93171,                0.71142,                0.41617,                0.45351,                0.28313,                 1.3679,                0.77533,                0.94016,             0.00040595,             0.00040595,             0.00040595
                     21,                 1.2803,                0.71705,                0.92133,                0.73093,                  0.422,                 0.4641,                 0.2841,                 1.3704,                0.76048,                0.94422,               0.000401,               0.000401,               0.000401
                     22,                 1.2757,                 0.7045,                0.92761,                0.70838,                0.42274,                0.46449,                 0.2838,                 1.3878,                0.79875,                0.95102,             0.00039605,             0.00039605,             0.00039605
                     23,                 1.2542,                0.69675,                0.91963,                0.69746,                0.42883,                0.46802,                0.29187,                 1.3686,                0.76157,                0.94451,              0.0003911,              0.0003911,              0.0003911
                     24,                  1.225,                0.68876,                0.91323,                0.71636,                0.42023,                0.45866,                 0.2845,                 1.3574,                0.74937,                0.94103,             0.00038615,             0.00038615,             0.00038615
                     25,                 1.2186,                0.68314,                0.91121,                0.76311,                0.43182,                 0.4752,                0.29937,                  1.326,                0.74811,                0.93717,              0.0003812,              0.0003812,              0.0003812
                     26,                  1.221,                0.67334,                0.90623,                0.74779,                0.43497,                0.47719,                0.30097,                 1.3217,                0.74715,                0.93716,             0.00037625,             0.00037625,             0.00037625
                     27,                  1.225,                0.67105,                0.90591,                0.74257,                 0.4277,                0.48095,                0.29693,                 1.4017,                0.75638,                0.94589,              0.0003713,              0.0003713,              0.0003713
                     28,                 1.2219,                0.66251,                0.90625,                0.73007,                0.44663,                0.48709,                0.30548,                 1.3075,                0.72124,                0.93053,             0.00036635,             0.00036635,             0.00036635
                     29,                 1.2029,                0.64708,                0.90298,                0.75439,                0.44422,                0.48148,                0.30189,                 1.3154,                0.73175,                0.93292,              0.0003614,              0.0003614,              0.0003614
                     30,                 1.1914,                0.63875,                0.89781,                0.75756,                0.44742,                0.49162,                 0.3091,                 1.3342,                0.72811,                0.93451,             0.00035645,             0.00035645,             0.00035645
                     31,                 1.1801,                0.63496,                0.90363,                 0.7458,                0.45423,                0.49152,                0.30964,                 1.3143,                0.73496,                 0.9293,              0.0003515,              0.0003515,              0.0003515
                     32,                 1.1854,                0.63067,                0.89859,                0.75015,                0.44729,                0.48562,                0.30868,                  1.302,                0.71912,                0.93511,             0.00034655,             0.00034655,             0.00034655
                     33,                 1.1874,                0.63551,                0.89632,                0.69029,                0.44195,                0.48488,                0.30458,                 1.3558,                0.71679,                0.93928,              0.0003416,              0.0003416,              0.0003416
                     34,                 1.1744,                0.63003,                0.89653,                0.74271,                0.43641,                0.48173,                0.30548,                 1.3278,                0.72463,                 0.9347,             0.00033665,             0.00033665,             0.00033665
                     35,                  1.155,                0.62457,                0.89508,                0.74006,                0.44845,                0.49181,                0.31427,                 1.3231,                0.71795,                0.93147,              0.0003317,              0.0003317,              0.0003317
                     36,                 1.1472,                0.61308,                0.89061,                0.66864,                0.46016,                0.49323,                0.31611,                 1.2811,                 0.6946,                0.92881,             0.00032675,             0.00032675,             0.00032675
                     37,                 1.1522,                0.61047,                0.89167,                0.76168,                0.44897,                0.49659,                0.31247,                 1.3021,                 0.7216,                0.93336,              0.0003218,              0.0003218,              0.0003218
                     38,                 1.1468,                0.60688,                0.88998,                0.76191,                0.45205,                0.50078,                0.31643,                 1.2991,                0.68936,                0.92612,             0.00031685,             0.00031685,             0.00031685
                     39,                 1.1356,                0.59782,                0.89127,                0.77323,                0.44101,                0.49572,                  0.311,                 1.2821,                 0.7109,                 0.9254,              0.0003119,              0.0003119,              0.0003119
                     40,                 1.1431,                0.59916,                0.88718,                0.73558,                  0.453,                 0.4952,                0.31657,                 1.2789,                0.69424,                0.92434,             0.00030695,             0.00030695,             0.00030695
                     41,                 1.1156,                0.58926,                0.88831,                0.77952,                0.45524,                0.50671,                  0.322,                 1.2733,                0.68447,                0.92661,               0.000302,               0.000302,               0.000302
                     42,                 1.1135,                0.57856,                0.88198,                0.76088,                0.45417,                0.49778,                0.31045,                 1.2839,                0.69196,                0.92223,             0.00029705,             0.00029705,             0.00029705
                     43,                 1.1158,                0.58566,                0.88104,                0.76104,                0.45079,                0.49734,                0.31377,                 1.2668,                0.68567,                0.92453,              0.0002921,              0.0002921,              0.0002921
                     44,                 1.1123,                0.58338,                0.88399,                0.74426,                0.46124,                0.50096,                0.31704,                 1.2574,                0.69012,                0.92002,             0.00028715,             0.00028715,             0.00028715
                     45,                  1.134,                 0.5924,                0.88214,                0.74781,                0.45383,                0.49956,                0.31759,                 1.2755,                0.69306,                0.92362,              0.0002822,              0.0002822,              0.0002822
                     46,                 1.1075,                0.57559,                0.87759,                0.72403,                0.46066,                0.50242,                0.31551,                 1.2734,                0.68633,                0.92395,             0.00027725,             0.00027725,             0.00027725
                     47,                 1.1213,                  0.583,                 0.8775,                0.73554,                0.46798,                0.50541,                0.32321,                  1.249,                0.68646,                0.92155,              0.0002723,              0.0002723,              0.0002723
                     48,                 1.0779,                 0.5582,                0.87241,                0.69391,                0.46746,                0.51871,                0.33624,                  1.239,                0.67003,                0.91775,             0.00026735,             0.00026735,             0.00026735
                     49,                 1.0754,                0.55503,                0.87198,                0.74974,                0.45429,                0.49966,                0.31986,                 1.2835,                0.69059,                0.92606,              0.0002624,              0.0002624,              0.0002624
                     50,                 1.0779,                0.55821,                 0.8749,                0.70684,                 0.4532,                0.50523,                0.32833,                 1.2518,                0.68058,                0.91995,             0.00025745,             0.00025745,             0.00025745
                     51,                 1.0688,                0.55725,                0.87429,                0.77311,                0.46314,                0.51216,                0.32793,                 1.2719,                0.68933,                 0.9217,              0.0002525,              0.0002525,              0.0002525
                     52,                 1.0688,                0.54893,                0.86782,                 0.7744,                0.45701,                0.51143,                0.32952,                 1.2615,                0.68238,                0.92815,             0.00024755,             0.00024755,             0.00024755
                     53,                  1.078,                0.54924,                0.87162,                0.74741,                0.45374,                0.51537,                0.32953,                 1.2534,                0.68084,                0.92721,              0.0002426,              0.0002426,              0.0002426
                     54,                 1.0702,                0.54641,                0.87165,                0.75123,                0.46214,                0.51284,                0.33227,                  1.259,                0.67473,                0.92311,             0.00023765,             0.00023765,             0.00023765
                     55,                 1.0486,                0.53637,                0.86607,                0.75756,                 0.4691,                0.51052,                0.32779,                 1.2646,                0.66858,                0.92251,              0.0002327,              0.0002327,              0.0002327
                     56,                 1.0483,                0.53364,                0.86766,                0.71447,                0.46094,                0.50992,                   0.33,                 1.2587,                 0.6739,                0.92473,             0.00022775,             0.00022775,             0.00022775
                     57,                 1.0355,                0.53317,                0.86437,                0.74233,                0.46226,                0.50387,                0.32778,                 1.2442,                0.67258,                 0.9263,              0.0002228,              0.0002228,              0.0002228
                     58,                 1.0548,                0.53564,                0.86609,                0.76888,                0.47624,                0.52327,                0.33781,                 1.2344,                0.66401,                0.92159,             0.00021785,             0.00021785,             0.00021785
                     59,                 1.0381,                0.52659,                0.86515,                0.77861,                 0.4623,                0.51341,                0.33066,                 1.2601,                0.67148,                0.92716,              0.0002129,              0.0002129,              0.0002129
                     60,                 1.0422,                0.52557,                0.86427,                0.75302,                0.47695,                0.52027,                0.33341,                 1.2555,                0.66289,                0.92462,             0.00020795,             0.00020795,             0.00020795
                     61,                 1.0117,                0.51458,                0.85882,                0.80621,                0.45728,                 0.5211,                0.33845,                  1.242,                0.66348,                0.92348,               0.000203,               0.000203,               0.000203
                     62,                 1.0349,                0.52596,                0.86323,                0.76351,                0.46535,                0.51961,                0.33401,                 1.2673,                0.67139,                0.93148,             0.00019805,             0.00019805,             0.00019805
                     63,                 1.0321,                0.52591,                0.86273,                  0.789,                0.46423,                0.51287,                0.33132,                 1.2542,                0.66588,                0.92808,              0.0001931,              0.0001931,              0.0001931
                     64,                 1.0236,                0.51839,                0.85972,                0.76813,                0.47489,                0.52652,                0.34018,                 1.2397,                0.65788,                0.92557,             0.00018815,             0.00018815,             0.00018815
                     65,                 1.0223,                0.51256,                0.85904,                0.76864,                0.46659,                0.51135,                0.32958,                  1.236,                0.65904,                0.92201,              0.0001832,              0.0001832,              0.0001832
                     66,                 1.0003,                0.50435,                0.85331,                0.76938,                0.47172,                 0.5173,                 0.3368,                 1.2508,                0.66476,                0.92696,             0.00017825,             0.00017825,             0.00017825
                     67,                0.99241,                0.50293,                0.85555,                0.69099,                0.47414,                0.51827,                0.33559,                 1.2286,                0.66518,                0.92294,              0.0001733,              0.0001733,              0.0001733
                     68,                0.98471,                0.49555,                0.85507,                0.76372,                0.47013,                0.51901,                 0.3392,                 1.2291,                0.65626,                0.92374,             0.00016835,             0.00016835,             0.00016835
                     69,                      1,                0.50024,                0.85571,                0.77011,                0.46896,                0.52081,                0.33791,                 1.2514,                0.66459,                0.92896,              0.0001634,              0.0001634,              0.0001634
                     70,                 1.0033,                0.50109,                0.85564,                0.73521,                0.48115,                0.52495,                0.33832,                 1.2332,                0.65565,                0.92565,             0.00015845,             0.00015845,             0.00015845
                     71,                0.96863,                0.48814,                0.85129,                0.76668,                 0.4782,                0.52398,                0.33942,                 1.2474,                0.65586,                0.93061,              0.0001535,              0.0001535,              0.0001535
                     72,                0.98425,                0.49144,                0.85063,                0.75159,                0.48182,                0.53012,                0.34402,                 1.2249,                0.64984,                0.92343,             0.00014855,             0.00014855,             0.00014855
                     73,                0.94674,                0.47498,                0.84778,                0.78182,                0.46625,                0.51408,                0.33035,                 1.2286,                0.65599,                0.92506,              0.0001436,              0.0001436,              0.0001436
                     74,                0.96662,                0.48818,                0.84869,                0.77306,                0.47524,                0.52406,                0.33663,                 1.2354,                0.65033,                0.92123,             0.00013865,             0.00013865,             0.00013865
                     75,                 0.9714,                0.48135,                0.85014,                0.72025,                0.47401,                 0.5283,                0.34576,                 1.2385,                0.65188,                0.92226,              0.0001337,              0.0001337,              0.0001337
                     76,                0.95981,                0.47937,                0.84696,                0.77462,                0.47699,                0.52993,                0.34486,                 1.2279,                0.65268,                0.92267,             0.00012875,             0.00012875,             0.00012875
                     77,                0.95089,                0.47296,                0.84743,                0.74928,                0.48752,                0.53051,                0.34487,                 1.2367,                0.64914,                0.92706,              0.0001238,              0.0001238,              0.0001238
                     78,                 0.9452,                0.47183,                0.84622,                0.75987,                0.48224,                0.52636,                0.34053,                 1.2375,                0.66071,                0.92741,             0.00011885,             0.00011885,             0.00011885
                     79,                0.93708,                0.46402,                0.84468,                0.78512,                0.48123,                0.53154,                0.34875,                 1.2133,                0.64654,                0.92257,              0.0001139,              0.0001139,              0.0001139
                     80,                0.94762,                0.47047,                0.84301,                0.77519,                0.47722,                0.53518,                0.34985,                  1.228,                0.64693,                0.92594,             0.00010895,             0.00010895,             0.00010895
                     81,                0.92328,                0.46012,                0.84344,                0.77414,                0.47323,                0.53051,                 0.3485,                 1.2155,                0.64373,                0.92423,               0.000104,               0.000104,               0.000104
                     82,                 0.9207,                0.45602,                0.84254,                0.76517,                0.47606,                0.52742,                0.34511,                 1.2256,                0.66128,                0.92658,              9.905e-05,              9.905e-05,              9.905e-05
                     83,                0.94493,                0.46371,                0.84108,                0.77163,                0.47832,                0.53001,                0.34663,                   1.21,                0.64214,                0.92342,               9.41e-05,               9.41e-05,               9.41e-05
                     84,                0.93705,                0.46314,                0.84104,                0.77303,                0.48474,                0.52925,                0.34259,                 1.2217,                0.64626,                0.92692,              8.915e-05,              8.915e-05,              8.915e-05
                     85,                0.92779,                0.45944,                0.84161,                 0.7732,                0.48049,                0.53038,                0.34685,                  1.217,                0.64264,                0.92646,               8.42e-05,               8.42e-05,               8.42e-05
                     86,                0.91561,                0.45419,                0.83933,                0.78146,                0.46874,                0.52766,                0.34421,                 1.2274,                0.64451,                0.92894,              7.925e-05,              7.925e-05,              7.925e-05
                     87,                0.91303,                0.44883,                0.83973,                0.71568,                0.49052,                0.53163,                0.34643,                 1.2219,                  0.637,                0.92761,               7.43e-05,               7.43e-05,               7.43e-05
                     88,                0.89318,                0.44382,                0.83749,                0.71829,                0.48329,                0.53484,                  0.348,                 1.2181,                0.64127,                0.92679,              6.935e-05,              6.935e-05,              6.935e-05
                     89,                0.92507,                0.45212,                0.83721,                0.80882,                0.47481,                0.53123,                0.34718,                 1.2129,                0.63943,                0.92503,               6.44e-05,               6.44e-05,               6.44e-05
                     90,                0.89883,                0.44104,                 0.8339,                0.79697,                0.48033,                0.53367,                0.35203,                 1.2115,                0.63519,                0.92596,              5.945e-05,              5.945e-05,              5.945e-05
                     91,                 0.9212,                0.44416,                0.83859,                0.79017,                0.47414,                0.52823,                0.34494,                 1.2231,                0.64024,                0.93063,               5.45e-05,               5.45e-05,               5.45e-05
                     92,                0.92781,                0.44039,                0.83492,                0.80433,                0.47109,                0.52301,                0.34384,                 1.2056,                 0.6398,                0.92388,              4.955e-05,              4.955e-05,              4.955e-05
                     93,                0.91521,                0.43406,                0.83319,                0.72748,                0.48218,                0.52679,                0.34594,                 1.2064,                0.63742,                0.92721,               4.46e-05,               4.46e-05,               4.46e-05
                     94,                0.91193,                0.43185,                0.83079,                0.74258,                0.47235,                0.52903,                0.34659,                 1.2154,                0.64056,                0.92689,              3.965e-05,              3.965e-05,              3.965e-05
                     95,                0.90958,                0.42974,                0.83031,                0.71075,                0.48351,                0.53131,                0.34888,                 1.2158,                0.64121,                0.92708,               3.47e-05,               3.47e-05,               3.47e-05
                     96,                0.90336,                 0.4278,                0.83048,                0.72838,                0.47569,                0.52933,                0.34713,                 1.2102,                0.64207,                0.92579,              2.975e-05,              2.975e-05,              2.975e-05
                     97,                0.90376,                0.43176,                0.82849,                0.79288,                0.47236,                0.52881,                0.34671,                 1.2132,                0.64433,                0.92717,               2.48e-05,               2.48e-05,               2.48e-05
                     98,                0.89217,                 0.4243,                0.82838,                0.72182,                0.47871,                0.53277,                0.35069,                 1.2021,                0.64126,                0.92176,              1.985e-05,              1.985e-05,              1.985e-05
                     99,                0.88817,                 0.4217,                0.82754,                0.76969,                0.48539,                0.53253,                0.34941,                 1.2048,                0.63945,                0.92473,               1.49e-05,               1.49e-05,               1.49e-05
                    100,                0.89873,                0.42771,                0.82511,                0.78194,                0.47803,                0.53295,                0.34924,                 1.2086,                 0.6379,                0.92579,               9.95e-06,               9.95e-06,               9.95e-06
