                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                0.88748,                0.43023,                0.83505,                0.74839,                0.43203,                0.48275,                0.31442,                 1.2849,                0.70596,                0.90802,             0.00040298,             0.00040298,             0.00040298
                    156,                0.82003,                0.40238,                0.82831,                0.75184,                0.43285,                0.48988,                0.31576,                 1.2948,                 0.7047,                0.90943,             0.00040096,             0.00040096,             0.00040096
                    157,                0.88852,                0.42749,                0.82965,                0.75308,                0.43097,                 0.4815,                0.30431,                 1.3311,                0.70891,                 0.9119,             0.00039894,             0.00039894,             0.00039894
                    158,                0.79083,                0.39834,                0.82746,                0.75709,                0.43901,                0.49602,                0.31619,                 1.3077,                0.69849,                 0.9109,             0.00039692,             0.00039692,             0.00039692
                    159,                 0.7984,                0.40642,                0.83593,                0.74466,                0.44125,                0.49778,                0.32055,                 1.2956,                0.68685,                0.91033,              0.0003949,              0.0003949,              0.0003949
                    160,                0.83472,                0.41255,                0.82848,                 0.7531,                0.43021,                0.48497,                0.30984,                 1.3126,                0.70676,                0.91139,             0.00039288,             0.00039288,             0.00039288
                    161,                 0.8444,                0.41763,                0.83123,                0.73003,                0.42953,                0.47936,                0.31167,                 1.2916,                0.72209,                0.90824,             0.00039086,             0.00039086,             0.00039086
                    162,                0.91797,                0.43466,                0.82658,                0.75663,                 0.4157,                0.48129,                0.30786,                 1.3417,                0.72181,                0.91634,             0.00038884,             0.00038884,             0.00038884
                    163,                0.83406,                0.41903,                0.82554,                0.76463,                0.42976,                0.48421,                0.30886,                 1.2924,                0.70676,                0.91133,             0.00038682,             0.00038682,             0.00038682
                    164,                 0.8039,                0.40179,                0.82801,                0.74031,                0.43401,                0.48649,                0.30655,                  1.328,                0.71369,                0.91717,             0.00038481,             0.00038481,             0.00038481
                    165,                0.79529,                0.39782,                0.83409,                0.75388,                0.42745,                0.48409,                0.31084,                 1.2982,                0.71282,                0.91467,             0.00038279,             0.00038279,             0.00038279
                    166,                 0.8322,                0.40725,                0.82441,                0.73188,                0.43687,                0.48038,                0.31066,                 1.2828,                0.69734,                0.91174,             0.00038077,             0.00038077,             0.00038077
                    167,                 0.8378,                0.41103,                 0.8334,                0.75288,                 0.4206,                0.48088,                0.30831,                 1.3123,                0.72431,                0.91715,             0.00037875,             0.00037875,             0.00037875
                    168,                0.86032,                0.42317,                0.82912,                0.74935,                 0.4279,                0.48594,                 0.3107,                 1.3137,                0.71876,                0.91414,             0.00037673,             0.00037673,             0.00037673
                    169,                 0.8729,                 0.4257,                0.82881,                0.73209,                0.42081,                0.46893,                0.30204,                 1.3139,                0.72088,                0.91291,             0.00037471,             0.00037471,             0.00037471
                    170,                0.91568,                0.45144,                 0.8341,                0.73247,                0.43576,                0.48224,                0.30817,                 1.3109,                 0.7111,                0.91449,             0.00037269,             0.00037269,             0.00037269
                    171,                   0.83,                0.40768,                0.83192,                0.74274,                0.43496,                0.48001,                0.30724,                 1.3239,                0.72345,                0.91782,             0.00037067,             0.00037067,             0.00037067
                    172,                 0.8171,                0.40489,                0.82694,                0.75614,                0.43857,                0.49213,                0.31642,                 1.2869,                0.69993,                0.91043,             0.00036865,             0.00036865,             0.00036865
                    173,                0.87629,                0.41847,                0.82768,                 0.7504,                0.43829,                0.49019,                0.31419,                 1.3087,                0.69599,                0.91193,             0.00036663,             0.00036663,             0.00036663
                    174,                0.85301,                0.41326,                0.82915,                0.72695,                0.42292,                0.47191,                0.30182,                 1.2959,                0.70189,                0.91258,             0.00036461,             0.00036461,             0.00036461
                    175,                0.82258,                0.41076,                 0.8296,                0.71839,                0.42909,                0.47632,                0.30247,                 1.3113,                0.71454,                0.91685,             0.00036259,             0.00036259,             0.00036259
                    176,                0.85956,                0.41436,                0.82748,                0.74157,                0.42622,                0.47962,                0.30585,                 1.3076,                0.71272,                0.91661,             0.00036057,             0.00036057,             0.00036057
                    177,                0.80685,                0.40253,                0.82937,                 0.7633,                0.42171,                0.48439,                0.31192,                 1.3044,                0.71387,                0.91528,             0.00035855,             0.00035855,             0.00035855
                    178,                 0.8197,                0.40245,                0.82398,                 0.7392,                 0.4354,                0.48632,                0.31044,                 1.2964,                0.71686,                0.91115,             0.00035653,             0.00035653,             0.00035653
                    179,                0.79591,                0.39272,                0.82229,                 0.7434,                0.43263,                0.48285,                0.31007,                 1.2993,                0.71581,                0.91134,             0.00035451,             0.00035451,             0.00035451
                    180,                0.86231,                0.40981,                0.82626,                 0.7615,                0.43113,                0.48019,                0.30345,                 1.3075,                0.70866,                0.91275,             0.00035249,             0.00035249,             0.00035249
                    181,                0.85718,                0.41652,                0.82414,                0.73294,                 0.4304,                0.48498,                0.31431,                 1.2855,                0.70933,                0.90884,             0.00035047,             0.00035047,             0.00035047
                    182,                0.83409,                0.40677,                0.82346,                0.76211,                 0.4331,                0.49026,                0.31549,                 1.2864,                0.69937,                0.90966,             0.00034845,             0.00034845,             0.00034845
                    183,                0.80833,                 0.3947,                0.82349,                0.75488,                0.42537,                0.48812,                0.30949,                  1.317,                0.70203,                0.91646,             0.00034643,             0.00034643,             0.00034643
                    184,                0.84934,                0.41066,                0.82596,                0.75552,                0.43144,                0.49357,                0.31332,                 1.3011,                0.70545,                0.91298,             0.00034441,             0.00034441,             0.00034441
                    185,                0.87318,                0.41554,                0.82437,                0.75576,                0.43369,                 0.5018,                0.32392,                  1.287,                0.69119,                0.91285,             0.00034239,             0.00034239,             0.00034239
                    186,                0.81101,                0.40211,                0.81887,                 0.7665,                0.42297,                0.48817,                0.31922,                 1.2756,                0.69389,                0.90924,             0.00034037,             0.00034037,             0.00034037
                    187,                0.82073,                0.39321,                  0.823,                0.74229,                0.42508,                0.49189,                0.31755,                 1.3096,                0.71675,                0.91205,             0.00033835,             0.00033835,             0.00033835
                    188,                0.84244,                0.40497,                0.82087,                0.74827,                0.43412,                0.49397,                0.31851,                 1.2973,                0.71021,                 0.9093,             0.00033633,             0.00033633,             0.00033633
                    189,                0.78949,                0.39193,                0.82406,                0.75373,                0.43622,                0.49073,                0.31528,                 1.3075,                0.71256,                0.91022,             0.00033432,             0.00033432,             0.00033432
                    190,                0.80927,                0.39458,                0.82632,                0.73471,                 0.4437,                0.49088,                0.31742,                 1.2726,                0.69616,                 0.9065,              0.0003323,              0.0003323,              0.0003323
                    191,                0.81033,                 0.3992,                0.81944,                 0.7572,                0.43585,                0.49582,                0.32137,                 1.2788,                0.70993,                0.90908,             0.00033028,             0.00033028,             0.00033028
                    192,                0.79955,                0.39014,                0.82336,                0.73217,                0.44163,                0.49426,                0.31632,                 1.2879,                0.71009,                0.91125,             0.00032826,             0.00032826,             0.00032826
                    193,                0.76398,                0.38064,                0.81953,                0.75644,                0.43077,                0.48928,                0.31539,                 1.2884,                0.71564,                0.91174,             0.00032624,             0.00032624,             0.00032624
                    194,                0.81282,                 0.3961,                 0.8146,                0.73867,                0.42667,                0.48347,                0.30873,                 1.3117,                0.72151,                0.91815,             0.00032422,             0.00032422,             0.00032422
                    195,                0.79522,                0.39067,                0.82242,                0.76542,                 0.4299,                0.48842,                0.31507,                 1.2808,                0.71133,                0.91142,              0.0003222,              0.0003222,              0.0003222
                    196,                 0.7642,                0.38069,                0.81351,                0.74398,                0.43061,                0.48825,                0.31298,                 1.3007,                0.72073,                0.91138,             0.00032018,             0.00032018,             0.00032018
                    197,                0.77426,                0.38311,                0.82286,                0.75625,                0.43079,                0.48705,                0.31444,                 1.2912,                0.71121,                0.91012,             0.00031816,             0.00031816,             0.00031816
                    198,                0.78866,                0.38446,                0.82719,                0.74347,                0.43566,                0.48389,                0.31318,                 1.2781,                0.71118,                0.90666,             0.00031614,             0.00031614,             0.00031614
                    199,                0.80588,                0.39354,                0.81895,                0.74947,                0.43445,                0.48279,                0.30955,                 1.2881,                0.71595,                0.91102,             0.00031412,             0.00031412,             0.00031412
                    200,                0.81501,                0.39721,                0.82418,                0.75325,                0.43753,                0.48923,                0.31506,                 1.2726,                0.72175,                0.90789,              0.0003121,              0.0003121,              0.0003121
                    201,                0.80614,                0.39845,                0.81569,                0.73495,                0.43555,                0.48467,                 0.3077,                 1.2902,                0.71363,                0.90935,             0.00031008,             0.00031008,             0.00031008
                    202,                0.79304,                0.38938,                0.81629,                0.75767,                0.43067,                0.48888,                0.31305,                 1.3012,                 0.7229,                0.91038,             0.00030806,             0.00030806,             0.00030806
                    203,                0.79052,                0.39376,                0.81956,                0.78016,                0.42685,                0.48938,                0.31436,                 1.2912,                0.72427,                0.90918,             0.00030604,             0.00030604,             0.00030604
                    204,                 0.7834,                0.38369,                0.82133,                0.74503,                0.43373,                0.48949,                0.31289,                 1.2967,                0.72176,                0.91388,             0.00030402,             0.00030402,             0.00030402
                    205,                0.77919,                0.38809,                0.81935,                0.73395,                 0.4361,                0.49284,                0.31876,                 1.2887,                 0.7174,                0.91275,               0.000302,               0.000302,               0.000302
                    206,                0.82606,                0.39682,                0.81998,                0.74687,                0.43812,                0.49275,                0.31809,                 1.2893,                0.70282,                0.91261,             0.00029998,             0.00029998,             0.00029998
                    207,                0.78803,                0.38441,                0.82033,                0.74452,                0.44296,                0.49332,                 0.3186,                 1.3028,                 0.7181,                0.91213,             0.00029796,             0.00029796,             0.00029796
                    208,                0.77094,                0.38383,                0.81886,                0.72409,                0.44163,                0.49381,                0.31522,                 1.3178,                0.72293,                0.91224,             0.00029594,             0.00029594,             0.00029594
                    209,                0.74763,                0.37147,                0.81652,                0.74751,                0.44007,                0.49187,                0.31841,                 1.2607,                 0.7069,                 0.9046,             0.00029392,             0.00029392,             0.00029392
                    210,                0.78122,                0.38464,                0.82135,                0.76928,                0.44053,                0.50008,                0.31769,                 1.2888,                0.72306,                0.91161,              0.0002919,              0.0002919,              0.0002919
                    211,                0.77814,                0.38501,                0.81984,                0.77284,                0.44114,                0.50649,                0.32281,                 1.2879,                0.72262,                0.90849,             0.00028988,             0.00028988,             0.00028988
                    212,                0.79744,                0.38376,                0.82004,                0.73849,                0.44837,                0.50436,                0.32167,                 1.2804,                 0.7191,                0.90905,             0.00028786,             0.00028786,             0.00028786
                    213,                0.78693,                0.38425,                0.81857,                0.71937,                0.44346,                0.49937,                   0.32,                 1.2766,                0.71699,                0.90833,             0.00028584,             0.00028584,             0.00028584
                    214,                0.74689,                0.37726,                0.81734,                0.74075,                0.42581,                0.48515,                0.31067,                 1.2909,                0.72661,                0.91328,             0.00028383,             0.00028383,             0.00028383
                    215,                 0.8012,                  0.393,                0.82065,                 0.7265,                0.43233,                0.48078,                0.30754,                 1.2884,                0.71419,                 0.9162,             0.00028181,             0.00028181,             0.00028181
                    216,                0.75446,                0.36934,                 0.8149,                0.75386,                0.43099,                0.49361,                0.31604,                   1.29,                0.71709,                0.91667,             0.00027979,             0.00027979,             0.00027979
                    217,                0.78905,                0.38379,                 0.8216,                0.71485,                0.43836,                0.49166,                0.31755,                 1.2825,                0.72855,                0.91203,             0.00027777,             0.00027777,             0.00027777
                    218,                0.76722,                0.37238,                0.81613,                0.74816,                0.43225,                0.49032,                0.31271,                 1.2996,                0.72988,                0.91458,             0.00027575,             0.00027575,             0.00027575
                    219,                0.76575,                0.37181,                0.81359,                0.74025,                0.42261,                 0.4891,                0.31597,                 1.2874,                0.71522,                0.91248,             0.00027373,             0.00027373,             0.00027373
                    220,                0.73311,                 0.3647,                 0.8166,                0.72325,                0.43691,                0.49334,                0.31896,                 1.2765,                0.71241,                0.90964,             0.00027171,             0.00027171,             0.00027171
                    221,                0.81504,                0.39127,                0.81773,                0.73869,                0.42377,                0.48765,                0.31421,                 1.2929,                0.71827,                0.91241,             0.00026969,             0.00026969,             0.00026969
                    222,                0.73058,                0.36582,                0.82006,                0.77377,                 0.4275,                0.49407,                0.32064,                 1.2896,                0.70887,                0.91424,             0.00026767,             0.00026767,             0.00026767
                    223,                 0.7727,                0.37965,                0.81862,                0.74198,                0.43841,                0.49198,                0.31639,                 1.2863,                0.70227,                0.91269,             0.00026565,             0.00026565,             0.00026565
                    224,                0.70783,                0.35291,                0.81635,                0.78143,                0.42518,                0.48905,                0.31651,                 1.2816,                0.69469,                 0.9088,             0.00026363,             0.00026363,             0.00026363
                    225,                0.79715,                0.38683,                0.81885,                0.72237,                0.43574,                 0.4897,                0.31589,                 1.2945,                0.70917,                0.90977,             0.00026161,             0.00026161,             0.00026161
                    226,                 0.7507,                0.36517,                0.81313,                0.72498,                0.43113,                0.48749,                0.31631,                 1.2774,                 0.7144,                0.91127,             0.00025959,             0.00025959,             0.00025959
                    227,                0.76049,                 0.3716,                0.81756,                0.72856,                0.43138,                0.48642,                0.31227,                 1.2888,                0.71745,                0.91063,             0.00025757,             0.00025757,             0.00025757
                    228,                 0.7621,                0.37704,                0.81804,                0.74907,                0.42895,                0.48872,                0.31571,                  1.286,                0.72041,                0.91299,             0.00025555,             0.00025555,             0.00025555
                    229,                0.74855,                0.36844,                0.81926,                 0.7549,                0.43061,                0.48786,                0.31553,                 1.2795,                0.71319,                0.91011,             0.00025353,             0.00025353,             0.00025353
                    230,                0.76166,                0.37938,                0.81692,                0.74469,                0.43586,                0.49144,                0.31549,                 1.2986,                0.73064,                0.91198,             0.00025151,             0.00025151,             0.00025151
                    231,                0.72617,                0.36309,                0.80716,                0.73319,                0.43856,                0.49413,                0.32463,                 1.2671,                0.71143,                0.90797,             0.00024949,             0.00024949,             0.00024949
                    232,                0.77393,                0.38175,                0.81376,                0.72274,                0.43359,                0.48988,                0.32031,                 1.2755,                 0.7158,                0.90912,             0.00024747,             0.00024747,             0.00024747
                    233,                0.78073,                0.38211,                0.81272,                0.73832,                0.43516,                0.48602,                 0.3131,                 1.2921,                0.72116,                0.91532,             0.00024545,             0.00024545,             0.00024545
                    234,                0.73912,                0.37354,                0.81872,                0.76124,                0.42972,                0.49386,                0.32109,                 1.2773,                0.72398,                0.91125,             0.00024343,             0.00024343,             0.00024343
                    235,                0.71242,                0.35331,                0.81528,                0.74157,                0.43639,                0.49129,                0.31645,                 1.2821,                0.71962,                0.91337,             0.00024141,             0.00024141,             0.00024141
                    236,                0.71544,                0.35191,                0.81641,                0.71694,                0.44636,                0.49476,                0.31815,                 1.2774,                0.71022,                0.91206,             0.00023939,             0.00023939,             0.00023939
                    237,                0.73606,                0.36557,                0.81332,                0.74895,                0.43949,                0.49914,                0.32234,                 1.2869,                0.71595,                0.91423,             0.00023737,             0.00023737,             0.00023737
                    238,                0.77549,                 0.3765,                0.81012,                0.75602,                0.44074,                0.49889,                0.32096,                 1.2724,                0.71331,                0.91165,             0.00023535,             0.00023535,             0.00023535
                    239,                0.74644,                0.36778,                0.81218,                0.76442,                0.44106,                0.49836,                0.31988,                 1.2859,                0.72294,                0.91393,             0.00023334,             0.00023334,             0.00023334
                    240,                0.71139,                 0.3462,                0.81078,                0.75739,                0.43765,                0.49617,                 0.3218,                 1.2798,                 0.7189,                0.91165,             0.00023132,             0.00023132,             0.00023132
                    241,                 0.7125,                0.35077,                0.80909,                0.74775,                0.43972,                0.49809,                0.32321,                 1.2725,                0.70775,                0.91034,              0.0002293,              0.0002293,              0.0002293
                    242,                0.71795,                0.35524,                0.80698,                0.76409,                0.43994,                 0.5041,                0.32115,                 1.2811,                0.70722,                0.91328,             0.00022728,             0.00022728,             0.00022728
                    243,                0.74524,                0.36882,                0.81175,                0.74855,                0.43906,                0.49886,                0.31672,                 1.3004,                0.70817,                 0.9168,             0.00022526,             0.00022526,             0.00022526
                    244,                0.77721,                0.37673,                0.82014,                0.76448,                0.43134,                0.49842,                0.32085,                  1.289,                 0.7158,                0.91431,             0.00022324,             0.00022324,             0.00022324
                    245,                0.70192,                0.35045,                0.80775,                0.75065,                0.43927,                0.49479,                0.32013,                 1.2713,                0.71749,                0.91302,             0.00022122,             0.00022122,             0.00022122
                    246,                0.74299,                0.36196,                 0.8102,                0.75666,                0.42898,                0.49178,                 0.3164,                 1.2793,                0.72306,                0.91477,              0.0002192,              0.0002192,              0.0002192
                    247,                0.68974,                0.34601,                0.81194,                0.72537,                0.43624,                0.48654,                0.31197,                 1.2809,                0.71961,                0.91466,             0.00021718,             0.00021718,             0.00021718
                    248,                0.70631,                0.34909,                0.81346,                0.75291,                0.42907,                0.48573,                0.31201,                 1.2967,                0.72408,                0.91391,             0.00021516,             0.00021516,             0.00021516
                    249,                0.73797,                0.36083,                0.81139,                0.74526,                0.43118,                0.48227,                0.30839,                 1.3006,                0.72317,                0.91736,             0.00021314,             0.00021314,             0.00021314
                    250,                0.74398,                0.36377,                0.81383,                0.77697,                0.42654,                0.48986,                0.31391,                 1.2946,                0.70551,                0.91587,             0.00021112,             0.00021112,             0.00021112
                    251,                0.69735,                0.35118,                0.80991,                0.74239,                  0.429,                0.48081,                0.30801,                 1.2888,                0.71254,                0.91331,              0.0002091,              0.0002091,              0.0002091
                    252,                0.72352,                 0.3564,                0.80907,                0.76194,                0.42419,                0.48459,                0.31139,                 1.3133,                0.71335,                0.91617,             0.00020708,             0.00020708,             0.00020708
                    253,                0.70183,                0.35034,                0.81611,                0.74396,                0.43213,                0.48622,                0.31305,                 1.2991,                0.71744,                0.91256,             0.00020506,             0.00020506,             0.00020506
                    254,                0.68873,                0.34656,                 0.8119,                0.76172,                0.43834,                0.49749,                0.32342,                 1.2799,                0.71693,                0.90944,             0.00020304,             0.00020304,             0.00020304
                    255,                0.75873,                0.36473,                0.80573,                0.77097,                0.43718,                 0.4991,                0.32149,                 1.2805,                0.71343,                 0.9097,             0.00020102,             0.00020102,             0.00020102
                    256,                 0.7854,                0.37906,                0.80828,                0.75831,                0.43033,                0.48999,                0.31646,                 1.2825,                0.71772,                0.91137,               0.000199,               0.000199,               0.000199
                    257,                0.72338,                0.35343,                0.80873,                0.77804,                0.42679,                0.48788,                0.31197,                 1.3076,                0.72353,                   0.92,             0.00019698,             0.00019698,             0.00019698
                    258,                0.70675,                0.34865,                 0.8093,                0.76402,                0.43646,                 0.4965,                 0.3202,                 1.2776,                0.71311,                0.91438,             0.00019496,             0.00019496,             0.00019496
                    259,                0.74453,                0.36139,                0.81349,                0.76646,                0.42105,                 0.4889,                0.31708,                 1.2945,                0.73164,                0.91444,             0.00019294,             0.00019294,             0.00019294
                    260,                0.73065,                0.35919,                0.80795,                0.75413,                0.42894,                0.48823,                0.31829,                 1.2763,                0.72684,                 0.9131,             0.00019092,             0.00019092,             0.00019092
                    261,                0.70668,                0.35035,                0.80803,                0.74548,                0.43851,                0.49046,                0.31653,                 1.2726,                0.72279,                0.91402,              0.0001889,              0.0001889,              0.0001889
                    262,                0.70538,                0.34954,                0.80746,                0.74597,                0.43153,                0.49231,                0.31679,                 1.2857,                0.72292,                0.91314,             0.00018688,             0.00018688,             0.00018688
                    263,                0.71246,                0.35555,                0.81693,                0.73799,                0.43357,                0.49033,                0.31595,                 1.2834,                0.72629,                0.91184,             0.00018486,             0.00018486,             0.00018486
                    264,                0.72663,                 0.3562,                0.80881,                 0.7528,                0.43514,                  0.492,                0.31614,                 1.2881,                0.72891,                0.91498,             0.00018285,             0.00018285,             0.00018285
                    265,                0.68264,                0.34051,                0.80789,                0.76191,                0.42714,                0.49106,                0.31791,                 1.2852,                0.73181,                0.91573,             0.00018083,             0.00018083,             0.00018083
                    266,                0.68578,                 0.3419,                0.80441,                0.76679,                0.43013,                 0.4937,                0.31927,                 1.2782,                 0.7211,                0.91372,             0.00017881,             0.00017881,             0.00017881
                    267,                0.71099,                0.35367,                0.80989,                0.73541,                0.43497,                0.48596,                0.31438,                 1.2819,                0.72482,                 0.9154,             0.00017679,             0.00017679,             0.00017679
                    268,                0.74586,                 0.3602,                 0.8072,                 0.7469,                0.43352,                0.49185,                0.32049,                 1.2775,                0.72341,                0.91333,             0.00017477,             0.00017477,             0.00017477
                    269,                0.70703,                 0.3498,                0.80718,                0.75452,                0.42942,                0.49325,                0.31749,                  1.278,                0.72005,                0.91459,             0.00017275,             0.00017275,             0.00017275
                    270,                0.66534,                0.33069,                 0.8032,                0.75911,                0.42734,                0.49051,                0.32071,                 1.2696,                0.71736,                0.91484,             0.00017073,             0.00017073,             0.00017073
                    271,                0.73059,                0.35802,                  0.811,                0.75453,                0.42908,                 0.4926,                0.32036,                 1.2786,                 0.7211,                0.91536,             0.00016871,             0.00016871,             0.00016871
                    272,                0.70783,                 0.3577,                 0.8077,                0.76391,                0.42181,                0.49047,                0.31463,                 1.2989,                0.72277,                0.91555,             0.00016669,             0.00016669,             0.00016669
                    273,                0.67852,                0.33909,                0.80447,                0.76385,                0.42989,                0.49356,                 0.3188,                 1.2825,                0.71699,                0.91369,             0.00016467,             0.00016467,             0.00016467
                    274,                0.71166,                0.34579,                0.80808,                0.76621,                0.42622,                0.49274,                0.31838,                 1.2735,                0.71807,                0.91166,             0.00016265,             0.00016265,             0.00016265
                    275,                0.69265,                0.34078,                0.80885,                0.74835,                0.42701,                0.48765,                0.31497,                 1.2681,                0.72136,                0.91068,             0.00016063,             0.00016063,             0.00016063
                    276,                0.69113,                0.33893,                0.80924,                0.74432,                0.42273,                0.48479,                 0.3145,                 1.2729,                0.72554,                0.91216,             0.00015861,             0.00015861,             0.00015861
                    277,                0.68568,                0.34964,                0.80756,                 0.7583,                0.43057,                0.49241,                0.32061,                  1.274,                0.72806,                0.91518,             0.00015659,             0.00015659,             0.00015659
                    278,                0.71849,                0.35476,                0.80346,                0.77758,                0.42395,                0.49377,                0.31988,                  1.275,                0.73553,                0.91521,             0.00015457,             0.00015457,             0.00015457
                    279,                0.65619,                0.33175,                0.81141,                  0.774,                0.42995,                0.49639,                0.32093,                 1.2712,                0.73385,                0.91256,             0.00015255,             0.00015255,             0.00015255
                    280,                 0.6975,                0.33901,                0.80617,                0.74067,                  0.439,                0.49045,                0.31622,                 1.2762,                0.73621,                0.91367,             0.00015053,             0.00015053,             0.00015053
                    281,                0.65894,                0.33821,                0.80249,                0.73726,                0.43921,                0.49046,                0.31628,                 1.2752,                0.72519,                0.91339,             0.00014851,             0.00014851,             0.00014851
                    282,                0.68038,                 0.3405,                0.80338,                0.72943,                0.43492,                0.48664,                0.31164,                 1.2854,                 0.7337,                0.91603,             0.00014649,             0.00014649,             0.00014649
                    283,                0.68703,                0.33922,                0.80147,                0.76247,                0.43264,                 0.4929,                0.31768,                 1.2845,                0.72858,                0.91535,             0.00014447,             0.00014447,             0.00014447
                    284,                0.71676,                0.35177,                 0.8054,                0.77417,                0.42676,                0.49654,                0.32338,                 1.2763,                0.72823,                0.91473,             0.00014245,             0.00014245,             0.00014245
                    285,                0.70785,                 0.3485,                0.80274,                0.76391,                0.43314,                0.49857,                 0.3233,                 1.2775,                0.72674,                0.91436,             0.00014043,             0.00014043,             0.00014043
